Country,Adults (Thousands),Mean Wealth per Adult,Median Wealth per Adult,"Under 10,000","10,000-100,000","100,000-1 Million",Over 1 Million,wealthGini,incomeGini,Date,Year,GDP in TOT as MLN_USD,GDP in TOT as USD_CAP,INCOMEINEQ in P50P10 as RT,INCOMEINEQ in P90P10 as RT,INCOMEINEQ in P90P50 as RT,INCOMEINEQ in PALMA as RT,INCOMEINEQ in S80S20 as RT,PUBLMPEXP in EMPINCENTIVE as PC_GDP,PUBLMPEXP in INCENTIVE as PC_GDP,PUBLMPEXP in JOBCREATION as PC_GDP,PUBLMPEXP in OOWORKINCOME as PC_GDP,PUBLMPEXP in PRERET as PC_GDP,PUBLMPEXP in PUBEMPSERV as PC_GDP,PUBLMPEXP in SUPPEMP as PC_GDP,PUBLMPEXP in TOT as PC_GDP,PUBLMPEXP in TRAINING as PC_GDP,PUBUNEMPEXP in TOT as PC_GDP,SOCBENHH in INCASH as PC_GDP,SOCBENHH in INKIND as PC_GDP,SOCEXP in PRIV as PC_GDP,SOCEXP in PUB as PC_GDP,SOCEXP in PUB as USD_CAP,SOCEXP in PUBNET as PC_GDP,SOCEXP in TOTNET as PC_GDP,TAXCORP in TOT as PC_GDP,TAXCORP in TOT as PC_TOT_TAX,TAXGOODSERV in TOT as PC_GDP,TAXGOODSERV in TOT as PC_TOT_TAX,TAXINCOME in TOT as PC_GDP,TAXINCOME in TOT as PC_TOT_TAX,TAXPAYROLL in TOT as PC_GDP,TAXPAYROLL in TOT as PC_TOT_TAX,TAXPROPERTY in TOT as PC_GDP,TAXPROPERTY in TOT as PC_TOT_TAX,TAXREV in TOT as MLN_USD,TAXREV in TOT as PC_GDP,TAXSS in TOT as PC_GDP,TAXSS in TOT as PC_TOT_TAX,TAXWEDGE in TOT as PC_LC,Region,wealthTax
Colombia,31986,19050,5692,63.1,34.5,2.3,0.1,76.2,50.7,2016-09-29,2016,672093.8199,14196.118441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1380903978087,4.78373015413611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Czech Republic,8465,48357,16700,36.9,56.4,6.3,0.4,76,25.3,2016-09-29,2016,381381.8083,36097.639052,1.7,3,1.7,0.87,3.6,0.07,0,0.06,0.18,0,0.11,0.1,0.54,0.01,NA,12.698411699689,10.1761119465435,NA,19.139,NA,NA,NA,3.749,10.95,11.304,33.016,3.84,11.216,0,0,0.491,1.435,66.792,34.238,14.673,42.856,43.043752,EU,0
Denmark,4235,259816,52279,42.8,14,37.5,5.7,89.3,26.1,2016-09-29,2016,297688.9877,51961.77129,1.8,2.9,1.7,0.91,3.7,0.24,0,0,0.96,0.17,0.4,0.86,3.16,0.52,NA,16.5272626335305,17.7850146326738,NA,28.749,NA,NA,NA,2.847,6.23,14.667,32.1,24.259,53.092,0.278,0.609,1.824,3.992,142.574,45.692,0.056,0.123,35.872315,EU,0
Estonia,1045,39984,20052,34.5,58.5,6.9,0.2,65.6,31.4,2016-09-29,2016,41094.0554,31228.858877,2.3,4.7,2,1.15,5.4,0.02,0.01,0,0.44,0,0.13,0.07,0.74,0.08,NA,11.580816162986,11.208817649929,NA,18.325,NA,NA,NA,1.702,5.077,14.395,42.924,5.805,17.31,0,0,0.272,0.811,8.041,33.536,11.204,33.409,38.992936,EU,0
Finland,4242,146733,52427,31.6,34.6,32.1,1.7,76.6,25.900000000000002,2016-09-29,2016,246903.5511,44929.949421,1.8,3,1.7,0.91,3.7,0.1,0.01,0.13,1.83,0,0.15,0.12,2.82,0.47,NA,19.4131060417988,15.6446822791677,NA,29.817,NA,NA,NA,2.221,5.044,14.45,32.823,13.022,29.578,0,0,1.419,3.223,105.195,44.025,12.792,29.057,44.114717,EU,0
France,48662,244365,99923,26.1,23.9,46.7,3.3,72,29.099999999999998,2016-09-29,2016,2863816.3286,42851.615696,1.9,3.4,1.8,1.07,4.3,0.06,0.03,0.22,2.04,0,0.24,0.1,2.98,0.3,NA,19.8226243874011,15.5472669662316,NA,31.969,NA,NA,NA,2.031,4.477,11.066,24.39,8.558,18.861,1.548,3.411,4.234,9.331,1121.011,45.374,16.698,36.801,47.600591,EU,0
Germany,67067,185175,42833,31,33.7,32.9,2.4,78.9,29.4,2016-09-29,2016,4163898.8938,50564.049275,2,3.8,1.9,1.07,4.6,0.02,0.01,0.01,0.81,0.01,0.36,0.03,1.44,0.19,NA,15.5237548259468,12.8051434223541,NA,25.061,NA,NA,NA,1.975,5.279,10.143,27.107,9.932,26.545,0,0,1.058,2.828,1307.407,37.416,14.084,37.641,49.540753,EU,0
Greece,9146,103569,53266,22.9,51.6,24.7,0.8,67,33.300000000000004,2016-09-29,2016,299823.7352,27823.314892,2.4,4.7,2,1.29,6,0.06,0.02,0.07,0.48,0.04,NA,0,NA,0.02,NA,19.8897435553731,8.85102937294485,NA,25.739,NA,NA,NA,2.486,6.425,15.471,39.982,5.895,15.234,0,0,3.111,8.04,75.523,38.696,10.943,28.279,40.280817,EU,0
Hungary,7902,33893,19345,34.4,60.7,4.8,0.1,62.5,28.000000000000004,2016-09-29,2016,271844.8143,27699.630853,1.9,3.3,1.8,0.99,4.3,0.08,0.01,0.76,0.24,0,0.06,0,1.17,0.02,NA,12.6249985339727,10.1510159158615,NA,20.798,NA,NA,NA,2.343,5.985,16.583,42.36,5.225,13.346,0.622,1.59,1.105,2.822,49.331,39.149,13.006,33.223,48.249027,EU,0
Iceland,263,408595,188088,22,16,54.9,7.1,72,24.1,2016-09-29,2016,17786.8004,53031.605301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9309407180689,14.9353512603075,NA,15.093,NA,NA,NA,2.495,4.911,11.877,23.376,13.547,26.664,0.296,0.583,17.365,34.178,10.474,50.809,3.427,6.745,33.901883,NA,0
Ireland,3586,214589,80668,31.8,23,42.2,3.1,80,30.9,2016-09-29,2016,342011.8875,72017.755243,1.9,3.8,2,1.15,4.7,0.05,0,0.16,1.04,0,0.08,0.01,1.53,0.19,NA,8.40270760259693,8.34579757532662,NA,14.927,NA,NA,NA,2.706,11.585,7.602,32.541,7.366,31.532,0.144,0.614,1.414,6.053,70.189,23.362,3.945,16.885,32.658988,EU,0
Israel,5155,176263,54384,23.5,42.5,32,2,77.2,34.599999999999994,2016-09-29,2016,323414.619,37855.603781,2.6,5.4,2,1.38,6.5,0.05,0,0,0.47,0,0.03,0.02,0.63,0.06,0.283,5.267946807372,12.0235108197535,2.501,15.486,4927.983,NA,NA,3.079,9.898,11.768,37.83,6.164,19.814,1.147,3.687,3.197,10.275,99.382,31.109,5.173,16.629,22.278929,NA,0
Italy,49300,202288,104105,22.7,26.1,49,2.3,68.7,32.7,2016-09-29,2016,2420427.6331,39922.933208,2.3,4.5,1.9,1.25,5.9,NA,NA,NA,1.31,0.01,NA,0.01,NA,NA,NA,19.835630280882,10.9676523015747,NA,28.301,NA,NA,NA,2.149,5.079,11.914,28.16,10.872,25.697,0,0,2.776,6.561,790.584,42.307,12.774,30.193,47.764797,EU,0
Japan,104223,230946,120493,9.3,35.5,52.5,2.7,63.1,NA,2016-09-29,2016,5076056.9463,39990.049446,NA,NA,NA,NA,NA,0.06,0,0,0.16,0,0.07,0.01,0.31,0.01,NA,12.6139136552979,12.1091121214362,NA,NA,NA,NA,NA,3.684,11.989,6.28,20.436,5.713,18.592,0,0,2.566,8.349,1516.165,30.73,12.409,40.381,32.442855,Asia,0
Korea,39259,159914,64636,21.2,43.2,33.9,1.7,71.9,35.5,2016-09-29,2016,2026535.6623,39566.864428,2.8,5.7,2.1,1.45,7,0.05,0.02,0.21,0.33,0,0.04,0.02,0.7,0.03,0.298,5.52142605674552,8.02713021063646,2.908,10.52,3686.971,NA,NA,3.581,13.649,7.382,28.136,4.612,17.576,0.079,0.3,3.035,11.566,371.149,26.237,6.862,26.154,22.31379,Asia,0
Latvia,1765,22444,10748,48.5,48.6,2.8,0.1,67,34.599999999999994,2016-09-29,2016,51740.6626,26407.216397,2.5,5.3,2.2,1.37,6.4,0.04,0,0.02,0.45,0,0.05,0,0.64,0.08,NA,10.6437547833521,8.48402982103558,0.051,16.119,NA,NA,NA,1.694,5.43,13.641,43.718,6.339,20.317,0.012,0.039,1.072,3.436,8.639,31.202,8.255,26.457,42.469432,EU,0
Lithuania,2518,22411,10915,48,49.2,2.7,0.1,66.5,37.8,2016-09-29,2016,88699.7561,30924.899739,2.6,5.8,2.2,1.64,7.5,0.12,0,0.03,0.22,0,0.06,0.02,0.52,0.07,NA,10.9534594525509,9.72831505006448,NA,16.005,NA,NA,NA,1.614,5.435,11.403,38.411,3.979,13.404,0,0,0.327,1.103,12.754,29.688,12.118,40.819,41.289383,EU,0
Luxembourg,403,316466,125452,20,24,51.6,4.4,75.4,30.5,2016-09-29,2016,64399.6627,110249.797049,2.1,4.1,1.9,1.11,4.9,0.4,0,0.16,0.48,0.14,0.06,0,1.44,0.19,NA,14.8365648856395,9.68793048849392,NA,22.184,NA,NA,NA,4.613,12.16,9.586,25.269,9.351,24.649,0,0,3.516,9.269,22.361,37.936,10.76,28.363,39.579291,EU,0
Mexico,76747,21125,6066,62.4,35.1,2.4,0.1,77.9,45.800000000000004,2016-09-29,2016,2382092.4782,19506.640994,2.5,6.7,2.7,2.51,10.3,0,0,0,0,0,0,0,0.01,0,NA,2.51551422280071,5.96349324804958,0.399,7.521,1276.261,NA,NA,3.484,20.965,6.441,38.754,3.389,20.392,0.382,2.296,0.315,1.893,179.484,16.62,2.162,13.011,20.107327,Americas,0
Netherlands,13081,184378,81118,24.8,30,43,2.2,74.3,28.499999999999996,2016-09-29,2016,890398.6083,52284.122623,1.9,3.4,1.8,1.03,4.3,0.04,0,0.02,1.65,0,0.23,0.36,2.36,0.07,NA,11.2364594818568,16.5483378674275,NA,17.487,NA,NA,NA,3.346,8.713,11.334,29.515,7.1,18.489,0,0,1.52,3.957,300.8,38.401,14.668,38.198,37.245227,EU,0
New Zealand,3329,298930,135755,17.3,27,50.8,5,69.1,33.6,2016-09-29,2016,187683.6686,39906.374216,NA,NA,NA,NA,NA,0.01,0,0,0.31,0,0.15,0.03,0.6,0.09,0.309,9.55752474222229,11.2503180614524,0.717,18.921,6600.282,NA,NA,4.924,15.544,12.145,38.34,11.658,36.8,0,0,1.923,6.07,60.285,31.678,0,0,17.892244,Oceania,0
Norway,3825,312339,135012,27,17.5,50.4,5.1,79.8,26.200000000000003,2016-09-29,2016,308490.9217,58917.28833,1.9,3.1,1.7,0.91,3.9,0.11,0,0,0.53,0,0.15,0.15,1.06,0.12,NA,15.4436779650294,16.4762625930072,NA,25.734,NA,NA,NA,4.02,10.384,12.143,31.367,10.668,27.557,0,0,1.258,3.249,143.753,38.713,10.624,27.443,36.253332,EU,1
Poland,30353,24584,9484,51.5,45.5,2.9,0.1,73,28.499999999999996,2016-09-29,2016,1073934.3675,27947.390312,2,3.7,1.8,1.01,4.4,0.12,0.05,0.02,0.12,0.12,0.08,0.17,0.69,0.01,NA,15.267028737102,9.83500506139222,0.031,21.204,NA,NA,NA,1.837,5.476,12.338,36.789,4.84,14.431,0.224,0.669,1.376,4.103,158.253,33.537,12.696,37.857,35.579167,EU,0
Portugal,8654,77113,32782,28.7,55.7,15,0.6,71.3,33.1,2016-09-29,2016,326331.4132,31604.417531,2.2,4.5,2.1,1.3,5.6,0.16,0,0.04,0.81,0.39,0.06,0.01,1.67,0.2,NA,17.1903772265607,9.46543240370382,NA,23.673,NA,NA,NA,3.043,8.917,13.543,39.687,6.764,19.821,0,0,1.263,3.702,70.37,34.124,9.072,26.587,41.500465,EU,0
Slovak Republic,4341,24992,17998,24.2,73.2,2.6,0,49,24.099999999999998,2016-09-29,2016,161031.4492,29651.493438,1.9,3.1,1.6,0.78,3.7,0.12,0.01,0.02,0.22,0.13,0.05,0.04,0.59,0.01,NA,13.9212628266256,8.79680717748822,NA,17.777,NA,NA,NA,3.469,10.727,10.7,33.091,3.299,10.201,0,0,0.428,1.325,29.046,32.336,14.067,43.502,41.516304,EU,0
Slovenia,1661,57376,35183,22,64.5,13.3,0.2,58.5,24.4,2016-09-29,2016,69939.4607,33875.006579,1.9,3.1,1.7,0.81,3.6,0.06,0,0.09,0.49,0,0.07,0,0.73,0.01,NA,16.3460307121683,11.3169420536969,NA,22.155,NA,NA,NA,1.598,4.377,14.364,39.349,5.25,14.381,0.049,0.134,0.631,1.727,16.292,36.505,14.476,39.654,42.686203,EU,0
Spain,37794,116320,56500,19,54.4,25.5,1,68,34.1,2016-09-29,2016,1733038.5711,37309.865924,2.6,5.3,2,1.32,6.5,0.06,0.09,0.09,1.7,0.02,0.14,0.08,2.29,0.11,NA,15.5955074337427,11.0196257990376,NA,24.251,NA,NA,NA,2.262,6.794,9.905,29.753,7.109,21.356,0,0,2.55,7.66,411.855,33.29,11.284,33.895,39.379123,EU,1
Sweden,7406,227295,39692,30.9,36.9,28.4,3.9,83.2,28.199999999999996,2016-09-29,2016,500373.1178,50425.08065,1.9,3.3,1.7,1.02,4.2,0.5,0.01,0,0.55,0,0.27,0.26,1.73,0.13,NA,13.089069497955,19.2763076399084,NA,26.421,NA,NA,NA,2.748,6.216,12.413,28.078,13.16,29.767,4.639,10.493,1.055,2.386,226.582,44.208,10.007,22.637,42.842793,EU,0
Switzerland,6190,561854,244002,21.1,13.6,53.7,11.6,72.1,29.400000000000002,2016-09-29,2016,550297.1289,65720.161893,NA,NA,NA,NA,NA,0.08,0,0,0.7,0,0.11,0.23,1.31,0.18,NA,10.3796465016956,6.00423441005855,NA,15.907,NA,NA,NA,3.136,11.317,5.926,21.389,8.595,31.021,0,0,2.038,7.355,185.743,27.708,6.706,24.202,22.065636,EU,1
Turkey,54008,19685,4339,72.6,25.4,1.8,0.1,83.2,42.6,2016-09-29,2016,2101654.8018,26509.937205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,9.16219673137679,9.84475903937109,0.22,12.524,2936.529,NA,NA,1.647,6.51,11.039,43.628,3.703,14.637,0,0,1.222,4.829,218.368,25.302,7.293,28.825,38.241023,EU,0
United Kingdom,48993,288808,107865,21.6,27,46.8,4.5,73.2,35.099999999999994,2016-09-29,2016,2897574.2605,44138.043208,2.1,4.2,2,1.45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2324619803065,12.3768278192855,NA,21.24,NA,NA,NA,2.706,8.269,10.563,32.278,8.969,27.405,0,0,4.13,12.62,869.901,32.726,6.189,18.912,30.913017,EU,0
United States,245972,344692,44977,34.6,28.6,31.3,5.5,86.2,39.1,2016-09-29,2016,18715040,57884.491072,2.7,6.3,2.3,1.77,8.5,0.01,0,0.01,0.16,0,0.02,0.03,0.26,0.03,0.194,14.6164068845164,6.18415937128641,NA,18.91,9875.177,NA,NA,2.036,7.868,4.283,16.555,10.392,40.166,0.01,0.039,2.987,11.546,4841.95,25.872,6.164,23.826,31.580608,Americas,0
Australia,16919,364896,168291,7.2,26.1,61,5.7,63.9,NA,2015-09-29,2015,1126611.5156,47304.816745,NA,NA,NA,NA,NA,0.01,0,0.01,0.68,0,0.14,0.06,0.91,0.01,0.683,7.96031104693523,11.7106256706453,5.841,18.535,8328.141,18.374,23.522,4.248,15.239,7.7,27.624,11.535,41.383,1.405,5.04,2.986,10.713,348.153,27.873,0,0,28.344366,Oceania,0
Austria,6809,196092,66617,27.9,32.5,36.7,2.9,77.9,27.500000000000004,2015-09-29,2015,431091.5577,49955.456118,1.9,3.3,1.7,0.96,4.2,0.04,0.01,0.05,1.35,0.11,0.17,0.02,2.21,0.46,1.058,18.9132848149107,12.3560970000136,2.226,27.701,11926.15,22.541,24.27,2.225,5.169,11.808,27.433,10.326,23.99,2.917,6.776,0.571,1.326,164.373,43.042,14.485,33.654,49.616021,EU,0
Belgium,8440,259406,150348,9.9,33.1,53.7,3.3,62.6,26.8,2015-09-29,2015,521017.5628,46214.082208,2,3.4,1.7,0.93,4,0.16,0,0.06,1.2,0.51,0.19,0.14,2.43,0.16,2.948,16.9774807572041,15.1690635068661,1.929,29.188,11917.391,25.097,26.692,3.319,7.42,10.665,23.845,12.619,28.216,0.002,0.005,3.504,7.835,203.964,44.725,14.261,31.887,55.277696,EU,1
Canada,27677,248276,74750,18.5,31.9,46.1,3.6,72.6,31.8,2015-09-29,2015,1594899.2238,44671.409504,2.3,4.4,1.9,1.19,5.5,0.01,0,0.01,0.62,0,0.12,0.01,0.86,0.07,0.619,9.6284190287479,NA,4.659,17.628,7456.228,17.161,20.899,3.411,10.393,7.55,23.003,12.073,36.785,0.666,2.029,3.908,11.906,511.052,32.82,4.842,14.752,31.539446,Americas,0
Chile,12754,41982,13503,48,46.6,5,0.3,79.5,45.4,2015-09-29,2015,407688.8609,22593.272962,2.5,7,2.8,2.47,10,0,0,0.05,0.36,0,0.03,0,0.52,0.08,0.085,3.96503618823971,NA,3.51,10.772,2243.069,10.419,13.277,4.286,21.023,11.029,54.092,2.006,9.836,0,0,0.891,4.369,49.719,20.39,1.412,6.924,7,Americas,0
Colombia,31382,20477,5765,64.6,32.6,2.7,0.1,76.9,51,2015-09-29,2015,630399.534,13464.697977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94889970324049,4.84570494052383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Czech Republic,8459,41710,14256,48.2,46,5.4,0.3,77.9,25.8,2015-09-29,2015,357599.802,33918.407402,1.8,3.1,1.7,0.89,3.7,0.12,0,0.06,0.19,0,0.12,0.1,0.61,0.02,0.478,12.368338539918,10.1771776430697,0.774,19.395,5799.737,17.926,18.585,3.592,10.772,11.159,33.462,3.583,10.745,0,0,0.477,1.43,62.317,33.347,14.355,43.048,42.800453,EU,0
Denmark,4218,251634,51854,31.9,24.5,39,4.6,89.3,26.3,2015-09-29,2015,278823.1533,49071.304706,1.7,2.9,1.7,0.93,3.7,0.28,0,0,1.08,0.19,0.39,0.77,3.31,0.6,0,16.9951111112261,18.1460394173562,4.442,28.99,12895.196,22.553,25.374,2.777,6.03,14.508,31.499,25.266,54.858,0.284,0.616,1.885,4.092,139.454,46.057,0.066,0.144,35.892394,EU,0
Estonia,1049,35503,18640,44,49.1,6.8,0.1,67.1,33,2015-09-29,2015,38669.2233,29444.318328,2.3,4.9,2.1,1.25,5.8,0.01,0.01,0,0.42,0,0.11,0,0.63,0.08,0.331,11.2654016908207,10.9434918270261,0.104,17.698,4639.192,14.879,14.949,2.054,6.182,13.92,41.883,5.726,17.228,0,0,0.281,0.845,7.614,33.236,11.089,33.366,39.048336,EU,0
Finland,4225,149917,62729,26,37.1,35.2,1.7,74.2,26,2015-09-29,2015,232930.082,42501.611531,1.8,3.1,1.7,0.91,3.7,0.12,0.01,0.13,1.93,0,0.15,0.12,2.93,0.48,2.369,19.6612815478866,15.8667833573811,1.548,30.392,11514.566,24.12,25.29,2.166,4.938,14.194,32.366,13.253,30.219,0,0,1.437,3.277,102.14,43.855,12.688,28.932,43.512412,EU,0
France,48450,262070,86156,16.9,33.1,46.3,3.7,70.3,29.5,2015-09-29,2015,2719224.5205,40840.848298,1.9,3.5,1.9,1.1,4.4,0.05,0.03,0.22,2.04,0,0.25,0.09,2.95,0.27,1.62,19.8319529555611,15.5606814311291,3.497,31.982,11796.106,28.384,31.688,2.086,4.608,10.976,24.24,8.511,18.796,1.562,3.45,4.172,9.213,1104.288,45.281,16.735,36.959,48.017032,EU,0
Germany,67079,177984,43898,29.7,33.9,34.2,2.3,77.5,29.299999999999997,2015-09-29,2015,3895125.9284,47683.547301,2,3.7,1.8,1.06,4.5,0.02,0.01,0.01,0.85,0.02,0.36,0.03,1.5,0.2,0.906,15.5022821254955,12.558389740171,3.454,24.862,10598.69,23.273,24.76,1.723,4.66,10.277,27.791,9.802,26.507,0,0,1.019,2.756,1250.658,36.978,13.928,37.665,49.449011,EU,0
Greece,9131,81342,38552,19.7,64,15.7,0.6,68,34,2015-09-29,2015,291109.1186,26902.327613,2.5,5,2,1.33,6.4,0.09,0.02,0.05,0.44,0.04,NA,0,NA,0.04,0.487,19.7677564011853,8.74091374657434,1.077,25.425,6027.616,21.399,22.368,2.144,5.852,14.458,39.465,5.729,15.638,0,0,3.057,8.343,72.037,36.635,10.61,28.961,38.920519,EU,0
Hungary,7910,30796,17362,44.4,50.6,4.9,0.1,65.5,28.4,2015-09-29,2015,262494.2728,26668.040855,1.9,3.4,1.8,1.01,4.3,0.05,0.01,0.74,0.24,0,0.07,0,1.13,0.02,0.31,12.8680305856479,9.97065306847129,0.337,20.888,5031.137,18.163,18.091,1.785,4.617,16.969,43.899,5.279,13.657,0.58,1.5,1.274,3.296,47.598,38.655,12.49,32.31,49.027237,EU,0
Iceland,259,351037,118947,13.8,31.3,49.3,5.8,70.9,25.7,2015-09-29,2015,16161.7503,48856.560901,1.8,3,1.7,0.89,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,6.17707625557862,14.891343712564,6.463,15.482,6589.196,13.618,18.151,2.291,6.471,11.457,32.368,12.99,36.697,0.289,0.817,1.896,5.356,6.156,35.398,3.475,9.816,34.277062,NA,0
Ireland,3547,194650,64444,18.8,35.3,43.5,2.4,71.7,29.799999999999997,2015-09-29,2015,324698.4755,69147.029059,2,3.7,1.8,1.1,4.5,0.05,0,0.2,1.21,0.01,0.09,0.01,1.78,0.22,1.485,8.78711412662686,8.26767366984336,2.24,15.514,9397.849,14.232,16.061,2.615,11.331,7.526,32.611,7.292,31.599,0.136,0.588,1.491,6.46,67.289,23.078,3.888,16.846,33.219641,EU,0
Israel,5071,155982,41926,19.8,52,26.5,1.7,77.2,36,2015-09-29,2015,296964.0155,35449.501075,2.8,5.8,2.1,1.49,7.1,0.05,0,0,0.52,0,0.02,0.03,0.68,0.06,0.308,5.32004516071438,11.8941287389071,2.506,15.544,4852.354,14.343,16.487,2.969,9.52,11.84,37.961,6.059,19.426,1.179,3.78,3.323,10.653,93.711,31.189,5.1,16.352,21.764344,NA,0
Italy,49244,203577,88603,12.4,37.6,47.7,2.3,66.7,33.300000000000004,2015-09-29,2015,2241523.7429,36909.296843,2.5,4.9,1.9,1.28,6.3,0.23,0.02,0,1.28,0.01,0.09,0,1.79,0.17,0.996,20.1113356349544,11.1214814949059,1.916,28.481,9456.904,23.754,25.361,2.03,4.731,11.614,27.072,11.175,26.048,0,0,2.8,6.527,786.252,42.901,12.976,30.246,47.828028,EU,0
Japan,104279,190230,96071,9,42.3,46.7,2,63.4,33.900000000000006,2015-09-29,2015,5136018.7777,40406.095333,2.5,5.2,2,1.32,6.2,0.06,0,0.01,0.17,0,0.07,0.01,0.33,0.01,0.174,12.532828627881,12.0131604355795,3.073,21.877,8214.084,20.77,23.516,3.775,12.304,6.433,20.966,5.788,18.863,0,0,2.514,8.194,1351.487,30.683,12.095,39.42,32.293991,Asia,0
Korea,38912,91108,31259,24,59.3,15.9,0.8,73.8,35.199999999999996,2015-09-29,2015,1933849.1197,37907.460937,2.8,5.7,2.1,1.42,6.9,0.04,0.02,0.2,0.32,0,0.04,0.02,0.67,0.04,0.291,5.42769661661714,7.84599608765009,2.977,10.213,3493.277,10.207,13.036,3.296,13.099,7.054,28.033,4.322,17.177,0.072,0.285,3.109,12.355,347.879,25.162,6.693,26.602,22.02509,Asia,0
Latvia,1775,20977,7528,50,47.3,2.7,0,67.9,34.599999999999994,2015-09-29,2015,49103.8243,24833.612206,2.4,5.1,2.1,1.38,6.3,0.03,0,0.02,0.41,0,0.04,0,0.56,0.06,0.527,10.4719736899583,8.36716380306706,0.051,15.705,3481.495,13.694,13.743,1.598,5.299,13.083,43.384,5.94,19.697,0.012,0.041,1.011,3.351,8.136,30.156,8.346,27.678,42.51311,EU,0
Lithuania,2527,22628,8333,50,47,3,0,67.5,37.2,2015-09-29,2015,83730.5611,28823.805581,2.5,5.6,2.3,1.59,7.2,0.14,0,0.03,0.22,0,0.06,0.01,0.53,0.07,0.226,10.8624108353274,9.7632148655972,0.388,15.822,4084.293,NA,NA,1.531,5.301,11.333,39.252,3.839,13.297,0,0,0.337,1.167,11.99,28.873,11.569,40.069,41.205057,EU,0
Luxembourg,398,303695,110885,10,36.3,49.1,4.6,70.4,30.599999999999998,2015-09-29,2015,59096.8688,103787.967646,2.1,4,1.9,1.12,4.9,0.39,0,0.15,0.53,0.16,0.06,0,1.36,0.05,1.384,15.2426546381456,10.0729387797074,1.29,22.097,19427.57,17.241,18.199,4.45,11.909,9.594,25.679,9.143,24.472,0,0,3.324,8.897,21.378,37.362,10.752,28.778,39.488219,EU,0
Mexico,75422,25949,7978,56.7,39.9,3.2,0.2,75.9,NA,2015-09-29,2015,2228163.875,18438.044081,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.01,0,NA,2.45093382402169,6.1654484081274,0.372,7.682,1279.956,7.446,7.74,3.194,20.059,6.151,38.638,3.285,20.633,0.379,2.378,0.311,1.953,186.055,15.92,2.206,13.856,19.800317,Americas,0
Netherlands,13016,182782,74659,22.6,31.1,44.1,2.2,73.2,28.799999999999997,2015-09-29,2015,852113.2649,50301.845624,1.9,3.3,1.8,1.04,4.3,0.05,0,0.02,1.79,0,0.24,0.38,2.55,0.07,1.456,11.3434916696618,16.8889346210479,13.419,17.729,8069.129,NA,NA,2.673,7.223,10.96,29.616,7.595,20.523,0,0,1.416,3.825,283.263,37.007,13.975,37.763,36.954461,EU,0
New Zealand,3292,400811,182618,10,30.9,50.5,8.6,67,35,2015-09-29,2015,172476.7987,37403.074775,NA,NA,NA,NA,NA,0.01,0,0,0.34,0,0.18,0.04,0.66,0.1,0.341,9.67318967007749,11.6997375080555,0.707,19.211,6612.529,16.983,17.594,4.436,13.996,12.338,38.93,11.782,37.175,0,0,1.962,6.191,56.824,31.693,0,0,17.56015,Oceania,0
Norway,3788,321352,119634,23.1,21.9,49.6,5.4,77.9,27.200000000000003,2015-09-29,2015,313314.6431,60368.910038,1.9,3.1,1.7,0.96,4.1,0.1,0,0,0.46,0,0.13,0.18,0.97,0.1,0.445,14.8057899798404,15.698637939192,2.529,24.701,14711.153,20.43,21.997,4.496,11.698,11.6,30.188,10.75,27.974,0,0,1.141,2.969,148.584,38.428,10.441,27.171,36.756853,EU,1
Poland,30326,24370,9112,52.7,44.2,3,0.1,75.6,29.099999999999998,2015-09-29,2015,1020174.11,26529.036797,2.1,4,1.9,1.03,4.6,0.13,0.05,0.02,0.15,0.13,0.08,0.17,0.74,0.01,NA,14.2877711508946,9.86452939964216,0.455,20.22,NA,0.431,0.886,1.839,5.684,11.647,36,4.665,14.418,0.224,0.692,1.369,4.23,154.476,32.352,12.417,38.38,35.729066,EU,0
Portugal,8640,73843,27297,24.9,61,13.5,0.6,70.5,33.6,2015-09-29,2015,307312.4403,29668.804155,2.2,4.7,2.1,1.31,5.7,0.16,0,0.04,0.98,0.38,0.07,0.01,1.9,0.27,0.979,17.6044532164726,9.5489601849356,2.325,24.039,6418.839,20.932,22.982,3.122,9.063,13.305,38.626,7.313,21.229,0,0,1.281,3.718,68.709,34.447,9,26.126,42.118898,EU,0
Slovak Republic,4328,24062,18223,22.4,75.9,1.8,0,44.6,25,2015-09-29,2015,162302.6353,29932.196336,1.8,3.1,1.7,0.83,3.7,0.08,0.01,0.02,0.21,0.13,0.03,0.04,0.53,0.01,0.355,13.7507369461883,8.82923658831911,1.054,17.8,5005.777,16.525,17.418,3.686,11.489,10.78,33.604,3.113,9.704,0,0,0.423,1.32,28.163,32.081,13.724,42.778,41.368674,EU,0
