Country,Adults (Thousands),Mean Wealth per Adult,Median Wealth per Adult,"Under 10,000","10,000-100,000","100,000-1 Million",Over 1 Million,wealthGini,incomeGini,Date,Year,GDP in TOT as MLN_USD,GDP in TOT as USD_CAP,INCOMEINEQ in P50P10 as RT,INCOMEINEQ in P90P10 as RT,INCOMEINEQ in P90P50 as RT,INCOMEINEQ in PALMA as RT,INCOMEINEQ in S80S20 as RT,PUBLMPEXP in EMPINCENTIVE as PC_GDP,PUBLMPEXP in INCENTIVE as PC_GDP,PUBLMPEXP in JOBCREATION as PC_GDP,PUBLMPEXP in OOWORKINCOME as PC_GDP,PUBLMPEXP in PRERET as PC_GDP,PUBLMPEXP in PUBEMPSERV as PC_GDP,PUBLMPEXP in SUPPEMP as PC_GDP,PUBLMPEXP in TOT as PC_GDP,PUBLMPEXP in TRAINING as PC_GDP,PUBUNEMPEXP in TOT as PC_GDP,SOCBENHH in INCASH as PC_GDP,SOCBENHH in INKIND as PC_GDP,SOCEXP in PRIV as PC_GDP,SOCEXP in PUB as PC_GDP,SOCEXP in PUB as USD_CAP,SOCEXP in PUBNET as PC_GDP,SOCEXP in TOTNET as PC_GDP,TAXCORP in TOT as PC_GDP,TAXCORP in TOT as PC_TOT_TAX,TAXGOODSERV in TOT as PC_GDP,TAXGOODSERV in TOT as PC_TOT_TAX,TAXINCOME in TOT as PC_GDP,TAXINCOME in TOT as PC_TOT_TAX,TAXPAYROLL in TOT as PC_GDP,TAXPAYROLL in TOT as PC_TOT_TAX,TAXPROPERTY in TOT as PC_GDP,TAXPROPERTY in TOT as PC_TOT_TAX,TAXREV in TOT as MLN_USD,TAXREV in TOT as PC_GDP,TAXSS in TOT as PC_GDP,TAXSS in TOT as PC_TOT_TAX,TAXWEDGE in TOT as PC_LC,Region,wealthTax
Germany,66958,199783,57283,13.9,14.2,30.9,41.1,75,29.099999999999998,2011-09-29,2011,3415019.9662,42541.513126,1.9,3.5,1.9,1.06,4.4,0.06,0.07,0.03,0.94,0.05,0.34,0.02,1.75,0.25,1.131,15.7519787938639,12.0718677141033,3.286,24.662,10215.34,22.842,24.542,1.679,4.704,10.405,29.142,8.829,24.73,0,0,0.852,2.386,1341.996,35.703,13.763,38.547,49.676747,EU,0
Greece,9063,105843,43571,1.6,25.3,48.3,24.8,70.3,33.300000000000004,2011-09-29,2011,290296.6852,26141.091034,2.4,4.7,1.9,1.29,6.2,NA,0.04,0,0.9,0.05,NA,0,NA,0.04,1.048,19.5103213322517,10.8294069189216,1.144,26.037,6675.937,21.954,22.968,2.069,6.15,13.159,39.114,4.776,14.197,0,0,2.477,7.364,96.845,33.641,10.693,31.786,42.875196,EU,0
Hungary,7910,30860,15892,12.6,26.8,55.6,5.1,64.2,26.900000000000002,2011-09-29,2011,228296.1845,22894.347639,1.9,3.2,1.7,0.95,3.9,0.14,0.01,0.21,0.65,0,0.08,0,1.13,0.04,0.75,15.2562022779348,10.609713104177,0.427,22.357,4913.212,20.281,20.638,1.196,3.299,15.814,43.625,5.024,13.86,0.454,1.252,1.12,3.09,51.071,36.25,12.35,34.068,49.493277,EU,0
Iceland,244,219711,106702,8.8,8.8,32.5,50,66.6,25.2,2011-09-29,2011,13005.3189,40769.024789,1.7,2.9,1.7,0.86,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.393,7.87123074100737,15.0352242511595,5.793,17.029,6670.774,14.943,19.121,1.677,5.031,11.517,34.55,12.549,37.644,0.165,0.495,2.235,6.704,5.049,33.335,3.802,11.404,34.080548,NA,0
Ireland,3403,181434,100351,0.6,21.8,27.9,49.7,71.6,30.7,2011-09-29,2011,205441.1663,44870.463335,2,3.9,2,1.12,4.9,0.07,0,0.23,2.47,0.04,0.16,0.01,3.41,0.43,2.926,14.0187122308698,12.0969307283511,3.156,23.672,10516.204,22.171,24.524,2.197,8.003,9.419,34.315,8.536,31.098,0.186,0.678,1.666,6.068,65.202,27.449,5.297,19.297,32.563837,EU,0
Italy,48852,259826,155953,0.4,10.3,27.7,61.6,61.3,32.7,2011-09-29,2011,2173169.9605,36183.316026,2.2,4.3,2,1.25,5.7,0.14,0.01,0.01,1.23,0.01,0.1,0.01,1.65,0.14,0.796,18.467137462079,11.2728034072723,1.862,26.804,9323.658,22.751,24.29,2.186,5.215,11.254,26.843,11.042,26.337,0,0,2.205,5.258,954.588,41.925,12.925,30.828,47.596501,EU,0
Latvia,1796,22558,10570,19.4,28.1,49.2,3.3,66.6,35.099999999999994,2011-09-29,2011,40760.5797,19797.981701,2.3,4.9,2.2,1.42,6.2,0.06,0,0.13,0.32,0,0.05,0,0.69,0.14,0.545,11.1651456582792,8.23822468337377,0.123,16.592,3160.69,14.764,14.886,1.402,4.942,11.537,40.68,5.599,19.741,0.015,0.052,0.972,3.428,8.007,28.361,8.685,30.625,44.205257,EU,0
Lithuania,2547,25239,12045,16.3,28.7,51,4,66.4,32.1,2011-09-29,2011,69113.5665,22823.956979,2.1,4.5,2.1,1.19,5.3,0.1,0,0.05,0.29,0,0.08,0.01,0.55,0.02,0.374,12.4968103461369,10.6726926365002,0.286,17.371,3789.145,NA,NA,0.807,2.967,11.325,41.631,3.487,12.82,0,0,0.309,1.137,11.83,27.202,11.085,40.75,40.712289,EU,0
Luxembourg,380,313162,164720,0,10,28.8,61.3,62.9,27.2,2011-09-29,2011,47690.506,91814.036613,NA,NA,NA,NA,NA,0.35,0,0.15,0.52,0.15,0.05,0.01,1.27,0.04,1.086,15.306649159129,9.81603010018894,1.181,21.19,18172.997,16.687,17.539,4.977,13.437,10.373,28.004,8.215,22.178,0,0,2.573,6.947,22.233,37.042,10.816,29.198,37.255858,EU,0
Netherlands,12771,186449,66056,12.5,8.7,39,39.8,81.2,28.9,2011-09-29,2011,777880.9073,46599.227659,1.8,3.2,1.8,1.06,4.2,0.03,0,0.1,1.34,0,0.35,0.41,2.36,0.12,1.271,10.9676347986266,17.5675280883328,13.314,17.747,7999.316,15.24,26.226,2.16,6.094,10.661,30.078,7.363,20.773,0,0,1.216,3.432,320.523,35.443,13.603,38.381,38.033615,EU,0
Norway,3656,355925,87377,3.1,16.9,33.3,46.7,77.7,25,2011-09-29,2011,307471.5702,62077.845797,1.8,3,1.6,0.85,3.7,0.1,0,0,0.4,0,0.12,0.16,0.96,0.18,0.407,13.2493376441222,14.152447664128,2.15,21.497,12431.874,17.977,19.322,10.753,25.587,11.139,26.505,9.705,23.093,0,0,1.173,2.792,209.636,42.025,9.255,22.024,37.571439,EU,1
Poland,30087,27410,9486,20,32.5,43.6,3.9,74.9,30.099999999999998,2011-09-29,2011,869769.8869,22576.179383,2.1,3.9,1.9,1.1,4.7,0.08,0.03,0.01,0.19,0.1,0.08,0.19,0.7,0.01,0.229,13.8584167717625,9.77850734990018,0.322,19.442,4247.755,16.18,16.503,2.02,6.342,12.671,39.783,4.331,13.599,0.267,0.838,1.282,4.026,168.47,31.849,11.119,34.91,34.321659,EU,0
Portugal,8569,93043,34904,2.1,27.9,50,20,72.3,33.7,2011-09-29,2011,282620.9098,26769.42769,2.1,4.5,2.1,1.34,5.7,0.1,0,0.01,1.19,0.18,0.13,0.02,1.95,0.31,1.194,17.175464877087,10.5345890797364,1.989,24.388,6554.252,21.924,23.73,3.134,9.694,12.871,39.814,5.964,18.449,0,0,1.105,3.417,79.193,32.329,8.895,27.515,38.000937,EU,0
Slovak Republic,4257,24771,13549,12.9,27.1,56.7,3.3,62.6,26.200000000000003,2011-09-29,2011,140626.8549,26051.137711,1.9,3.3,1.8,0.89,3.9,0.1,0.07,0.01,0.24,0.24,0.07,0.04,0.77,0,0.548,13.7904297343738,8.44207224587919,1.122,17.688,4538.511,16.506,17.474,2.406,8.406,10.462,36.556,2.832,9.894,0,0,0.405,1.415,28.107,28.619,12.091,42.246,38.829902,EU,0
Slovenia,1646,66942,34216,2.5,27.5,50,20,64.6,24.3,2011-09-29,2011,59391.5548,28931.421879,1.9,3.2,1.6,0.81,3.6,0.04,0.06,0.07,0.91,0,0.1,0,1.26,0.08,0.677,18.065996874455,12.243861720411,1.233,23.506,6555.51,20.163,21.277,1.655,4.539,13.741,37.673,5.573,15.28,0.079,0.217,0.595,1.631,18.713,36.475,14.654,40.174,42.647217,EU,0
Spain,36648,130179,71797,0.1,18.5,45.2,36.3,63.4,34.1,2011-09-29,2011,1489594.9525,31872.363088,2.4,5.1,2.1,1.32,6.3,0.26,0.11,0.08,2.85,0.04,0.15,0.08,3.76,0.19,3.34,15.3030327243944,11.7719830450956,1.156,25.395,8006.212,23.219,24.077,1.865,5.982,8.297,26.614,7.131,22.876,0,0,1.944,6.235,464.019,31.174,11.74,37.659,39.985142,EU,1
Sweden,7190,284146,43297,1.4,19.4,45.7,33.4,81.9,26,2011-09-29,2011,421515.9979,44608.643898,NA,NA,NA,NA,NA,0.56,0.01,0,0.6,0,0.25,0.24,1.76,0.09,0.419,13.2249730986051,17.9369789451212,3.321,25.59,10854.173,21.223,23.475,3.088,7.273,12.354,29.101,11.688,27.531,4.243,9.995,0.998,2.35,239.514,42.454,9.888,23.29,42.814102,EU,0
Switzerland,6024,540010,100901,0,4.7,45.2,50.2,80.4,28.9,2011-09-29,2011,444548.7282,56183.817871,2,3.7,1.8,1.04,4.4,0.06,0,0,0.5,0,0.11,0.21,1.06,0.17,0.662,9.92098554794892,5.6315018566613,10.652,14.928,7974.663,12.883,21.968,2.796,10.396,6.062,22.539,8.38,31.16,0,0,1.96,7.287,188.314,26.893,6.548,24.347,22.302883,EU,1
United Kingdom,47538,257881,121852,7.1,7.8,29.9,55.2,67,35.4,2011-09-29,2011,2350795.5756,37146.173273,2,4.2,2.1,1.47,5.9,0.01,0,0.01,0.31,0,0.2,0,0.54,0.01,0.394,14.1197288321854,13.1441199577776,6.498,22.16,8003.349,20.835,25.822,2.831,8.545,10.8,32.595,9.301,28.07,0,0,3.855,11.636,873.493,33.133,6.168,18.617,32.456784,EU,0
Australia,16206,396745,221704,0,5.5,24,70.5,62.6,28.3,2011-09-29,2011,992327.3798,44419.309749,NA,NA,NA,NA,NA,0.01,0.01,0.02,0.5,0,0.17,0.07,0.81,0.02,0.51,7.6156851342285,11.0994105870254,4.633,17.052,7342.377,16.841,20.896,5,19.315,7.096,27.411,10.196,39.385,1.354,5.231,2.242,8.659,400.524,25.888,0,0,26.650257,Oceania,0
Israel,4784,195953,60385,1.7,23.3,41.1,33.9,77.3,37.1,2011-09-29,2011,237167.2303,30550.681308,2.6,5.9,2.3,1.54,7.3,0.07,0,0,0.56,0,0.02,0.02,0.75,0.08,0.293,5.68515447030628,11.5380301516794,2.438,15.183,4522.51,13.854,15.921,2.951,9.553,12.004,38.858,5.53,17.902,1.168,3.782,3.317,10.737,80.937,30.891,5.207,16.855,20.784895,NA,0
Japan,104266,248770,128688,0,5,35.7,59.3,60.1,NA,2011-09-29,2011,4573186.7921,35775.256332,NA,NA,NA,NA,NA,0.11,0,0.09,0.25,0,0.06,0.01,0.56,0.05,0.255,13.1881927154292,11.9097044515917,3.599,22.292,7915.051,21.481,24.768,3.23,11.763,5.053,18.402,5.05,18.391,0,0,2.652,9.656,1702.132,27.461,11.401,41.515,30.848741,Asia,0
New Zealand,3154,167957,68726,2.7,24.3,36,37,72.2,32.300000000000004,2011-09-29,2011,143548.613,32680.389989,2,4.2,2.1,1.22,5.2,0.01,0,0,0.42,0,0.08,0.05,0.69,0.12,0.417,10.603855584362,12.2383204954501,0.663,20.043,6420.618,17.786,18.339,3.944,13.122,12.116,40.312,10.849,36.099,0,0,1.997,6.646,51.051,30.054,0,0,15.869015,Oceania,0
Turkey,49828,25374,5221,26.2,43.6,27.4,2.8,84.4,40.300000000000004,2011-09-29,2011,1443295.5691,19445.133234,2.5,6.1,2.5,1.89,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,8.89292479802427,9.86982426681055,0.233,11.858,2247.811,10.72,10.918,1.936,7.474,11.714,45.229,3.5,13.514,0,0,1.051,4.059,216.045,25.899,7.22,27.879,37.028177,EU,0
Chile,12044,32311,9260,23.3,29.2,42.9,4.7,78.2,47.099999999999994,2011-09-29,2011,350575.2419,20302.78871,2.6,7.6,3,2.73,11.3,0,0,0.05,0.21,0,0.02,0,0.3,0.02,0.035,4.12540962123677,NA,3.051,9.962,1900.23,9.604,12.047,4.935,23.373,10.409,49.297,1.385,6.561,0,0,0.842,3.989,53.292,21.116,1.331,6.303,7,Americas,0
Colombia,29231,22135,5633,30,35.1,31.4,3.5,79.2,53.4,2011-09-29,2011,529875.1867,11844.77408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Mexico,70630,36467,10708,20,27.5,46.3,6.2,77.4,NA,2011-09-29,2011,1911319.0963,16546.641414,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.01,0,NA,2.15056987771439,5.73119543991151,0.339,7.222,1128.128,7.005,7.274,2.067,16.192,4.648,36.404,2.403,18.821,0.286,2.242,0.281,2.2,150.586,12.767,2.062,16.154,18.730213,Americas,0
Canada,26470,245455,89014,9.7,20.3,22,48,72.3,31.3,2011-09-29,2011,1430807.1253,41666.718851,2.2,4.3,1.9,1.16,5.2,0,0.01,0.01,0.64,0,0.11,0.01,0.91,0.1,0.648,9.26038139570015,NA,4.733,17.028,6943.946,16.668,20.387,3.16,10.257,7.311,23.734,11.109,36.064,0.652,2.115,3.687,11.971,552.47,30.803,4.538,14.733,30.641166,Americas,0
United States,233731,248395,52752,13.9,15.5,34.4,36.3,82.4,46.31,2011-09-29,2011,15542582,49810.699509,NA,NA,NA,NA,NA,0.01,0,0.01,0.55,0,0.04,0.03,0.69,0.04,0.79,14.9729765170292,6.41587824339611,11.604,19.083,9277.238,20.324,29.774,1.752,7.347,4.348,18.23,9.264,38.846,0.011,0.048,3.023,12.674,3706.69,23.849,5.451,22.855,29.905917,Americas,0
Canada,26123,225896,94700,NA,NA,NA,NA,68.3,31.6,2010-09-29,2010,1364056.0325,40113.526984,2.2,4.2,1.9,1.18,5.3,0,0.01,0.02,0.79,0,0.14,0.01,1.12,0.13,0.792,9.70062087046712,NA,4.925,17.529,7028.166,NA,NA,3.247,10.473,7.428,23.956,10.858,35.017,0.646,2.083,3.826,12.338,501.431,31.007,4.609,14.864,30.391521,Americas,0
United States,231001,236213,47771,NA,NA,NA,NA,80.9,40,2010-09-29,2010,14992052,48395.803473,NA,NA,NA,NA,NA,0.01,0,0.01,0.74,0,0.04,0.03,0.88,0.04,1.091,15.3274544938878,6.63476332659465,11.523,19.368,9317.288,NA,NA,1.771,7.548,4.238,18.064,8.159,34.779,0.015,0.065,3.158,13.46,3517.144,23.46,6.119,26.084,30.747766,Americas,0
Austria,6648,180392,86946,NA,NA,NA,NA,64.6,28.000000000000004,2010-09-29,2010,351576.6697,42049.248693,1.9,3.5,1.8,0.98,4.3,0.05,0.01,0.04,1.19,0.17,0.18,0.03,2.17,0.5,0.995,19.1872844517599,12.4292083884427,2.167,27.562,11592.181,NA,NA,1.865,4.554,11.626,28.385,9.158,22.359,2.825,6.897,0.525,1.283,160.51,40.958,13.999,34.179,48.168771,EU,0
Belgium,8266,211013,92263,NA,NA,NA,NA,67,26.700000000000003,2010-09-29,2010,434371.2781,39865.205401,2,3.4,1.7,0.92,4,0.15,0,0.07,1.49,0.72,0.2,0.13,2.92,0.16,3.508,16.4449478314292,14.9321983443855,1.935,28.284,11338.857,NA,NA,2.533,5.943,10.79,25.315,12.039,28.248,0.002,0.004,3.082,7.231,206.094,42.621,13.817,32.419,55.932147,EU,1
Czech Republic,8335,31845,15975,NA,NA,NA,NA,62.5,26,2010-09-29,2010,292242.4121,27786.968594,1.8,3.1,1.8,0.91,3.7,0.05,0,0.04,0.35,0,0.11,0.08,0.67,0.04,0.75,13.0602322191445,10.491174178491,0.78,19.722,5439.749,NA,NA,3.236,9.964,10.797,33.245,3.324,10.235,0,0,0.413,1.272,67.447,32.476,14.537,44.762,42.130289,EU,0
Denmark,4139,204703,10900,NA,NA,NA,NA,84,26.3,2010-09-29,2010,238726.8148,43037.103809,NA,NA,NA,NA,NA,0.31,0,0,1.37,0.36,0.39,0.64,3.75,0.68,0,17.136098789958,19.1319842078924,4.452,28.592,12308.055,NA,NA,2.257,5.044,14.887,33.262,23.241,51.929,0.229,0.511,1.844,4.12,144.171,44.756,0.1,0.223,35.939591,EU,0
Estonia,1057,18564,6599,NA,NA,NA,NA,71.9,32.1,2010-09-29,2010,29038.7305,21779.592368,NA,NA,NA,NA,NA,0.06,0.02,0,0.85,0,0.09,0,1.07,0.05,0.587,12.5902537318343,11.3016200655349,0.111,18.302,3948.401,NA,NA,1.317,3.96,13.378,40.232,5.276,15.867,0,0,0.349,1.048,6.481,33.252,12.771,38.407,40.089905,EU,0
Finland,4126,151572,104615,NA,NA,NA,NA,57.8,26.400000000000002,2010-09-29,2010,209076.9635,38982.168686,1.9,3.2,1.7,0.92,3.8,0.12,0.02,0.09,1.42,0.29,0.17,0.09,2.71,0.51,1.938,17.3681720818739,15.2447872097288,1.472,27.341,10601.561,NA,NA,2.437,5.974,12.964,31.784,12.05,29.542,0,0,1.115,2.735,101.074,40.788,12.105,29.677,42.292463,EU,0
France,47397,255156,66521,NA,NA,NA,NA,75.8,32.2,2010-09-29,2010,2336238.0181,35936.041871,NA,NA,NA,NA,NA,0.07,0.05,0.2,1.93,0.01,0.3,0.11,2.99,0.33,1.599,19.1887992165546,15.5514313966548,3.374,31.036,11179.991,NA,NA,2.336,5.544,10.461,24.821,7.179,17.034,1.341,3.182,3.639,8.636,1113.717,42.145,16.125,38.262,49.897129,EU,0
Germany,66842,164561,59077,NA,NA,NA,NA,68.4,30.3,2010-09-29,2010,3187560.4576,39703.558088,NA,NA,NA,NA,NA,0.09,0.08,0.05,1.23,0.05,0.38,0.03,2.17,0.27,1.47,16.7874356574637,12.3445640305725,3.256,25.897,10347.025,NA,NA,1.49,4.254,10.314,29.459,8.503,24.288,0,0,0.814,2.326,1196.335,35.01,13.719,39.185,49.049591,EU,0
Greece,9039,99413,42576,NA,NA,NA,NA,66.4,33.6,2010-09-29,2010,313282.4314,28169.377084,2.3,4.6,2,1.31,5.9,0.11,0.1,0,0.71,0,NA,0,NA,0.02,0.929,17.7470880693953,10.9909485194193,1.113,24.851,7001.89,NA,NA,2.529,7.895,12.251,38.242,3.988,12.45,0,0,1.655,5.166,95.904,32.036,10.949,34.177,39.977535,EU,0
Hungary,7906,26612,12140,NA,NA,NA,NA,65.3,26.6,2010-09-29,2010,215860.8572,21586.036074,1.8,3.3,1.8,0.92,3.9,0.1,0.01,0.38,0.71,0,0.09,0,1.34,0.05,0.797,15.542280347099,11.043950291312,0.446,23.035,4965.384,NA,NA,1.211,3.25,15.979,42.879,6.497,17.435,0.426,1.143,1.146,3.076,48.832,37.266,11.696,31.385,46.605061,EU,0
Iceland,239,207666,95026,NA,NA,NA,NA,62.9,24.8,2010-09-29,2010,12596.5214,39611.702362000004,1.7,2.8,1.6,0.85,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.492,7.23109459995928,15.2505303084395,5.562,16.902,6513.979,NA,NA,0.873,2.704,11.367,35.191,11.796,36.522,0.169,0.523,2.276,7.046,4.42,32.299,3.802,11.772,33.362908,NA,0
Ireland,3353,151196,90025,NA,NA,NA,NA,58.9,29.799999999999997,2010-09-29,2010,197579.6769,43331.071567,1.9,3.7,1.9,1.07,4.6,0.05,0,0.24,2.74,0.05,0.17,0.01,3.68,0.43,3.208,14.2466220202592,12.7438392915555,2.82,24.568,10638.707,NA,NA,2.352,8.706,9.772,36.172,8.103,29.997,0.185,0.684,1.425,5.273,60.011,27.014,5.033,18.631,30.875013,EU,0
Italy,48679,226423,115182,NA,NA,NA,NA,62.6,32.7,2010-09-29,2010,2085496.3154,34857.266561,2.3,4.4,1.9,1.26,5.8,0.14,0.02,0.01,1.31,0.01,0.1,0.01,1.73,0.15,0.821,18.5377532909562,11.8057737224221,1.86,27.124,9417.113,NA,NA,2.29,5.468,11.009,26.289,11.25,26.865,0,0,2.022,4.828,889.898,41.876,13.033,31.123,47.175866,EU,0
Latvia,1797,10844,4208,NA,NA,NA,NA,69.2,34.599999999999994,2010-09-29,2010,36917.8237,17602.648596,2.3,5.1,2.2,1.36,6.2,0.05,0,0.21,0.7,0,0.04,0,1.26,0.25,1.069,13.2005449727466,8.52228154101569,0.161,19.498,3427.3,NA,NA,0.978,3.4,11.886,41.301,6.223,21.624,0.016,0.055,0.876,3.043,6.837,28.778,8.662,30.098,44.041992,EU,0
Lithuania,2551,16017,6423,NA,NA,NA,NA,68.5,32.9,2010-09-29,2010,62112.6391,20053.917961,2.2,4.7,2.1,1.24,5.7,0.09,0,0.05,0.47,0,0.08,0.02,0.78,0.07,0.558,14.3406658676743,11.4209003160447,0.272,19.391,3899.688,NA,NA,0.982,3.47,11.484,40.592,3.571,12.623,0,0,0.365,1.29,10.502,28.291,11.702,41.364,40.5977,EU,0
Luxembourg,375,234972,111631,NA,NA,NA,NA,62.6,30.8,2010-09-29,2010,43434.5359,85578.884609,NA,NA,NA,NA,NA,0.32,0,0.13,0.63,0.16,0.05,0.01,1.33,0.04,1.159,15.969154079371,10.0080188040105,1.153,23.139,19806.927,NA,NA,5.751,15.377,10.215,27.316,7.857,21.01,0,0,2.644,7.069,19.9,37.397,10.832,28.965,35.272591,EU,0
Netherlands,12698,148856,68522,NA,NA,NA,NA,64.3,28.400000000000002,2010-09-29,2010,748922.5414,45075.085245,NA,NA,NA,NA,NA,0.02,0,0.15,1.43,0,0.36,0.44,2.53,0.13,1.318,10.789017924332,17.7326822979817,13.001,17.782,7922.223,NA,NA,2.282,6.401,10.972,30.773,7.665,21.496,0,0,1.372,3.848,301.851,35.656,12.943,36.3,38.096998,EU,0
Norway,3616,326530,157239,NA,NA,NA,NA,66.2,24.9,2010-09-29,2010,283373.0908,57961.360366,1.8,2.9,1.6,0.84,3.7,0.1,0,0,0.47,0,0.13,0.17,1.09,0.21,0.488,13.4386194138559,14.4246200721673,2.038,22.026,12780.725,NA,NA,9.851,23.513,11.594,27.674,9.891,23.608,0,0,1.19,2.841,179.856,41.896,9.369,22.363,37.291511,EU,1
Poland,29970,28620,12127,NA,NA,NA,NA,66.8,30.4,2010-09-29,2010,801336.6947,20804.753607,2.1,3.9,1.9,1.12,4.8,0.21,0.1,0.04,0.22,0.11,0.09,0.21,1.02,0.04,0.271,14.6439004274551,10.2151943751392,0.296,20.629,4292.696,NA,NA,1.946,6.194,12.591,40.08,4.352,13.854,0.257,0.819,1.319,4.2,150.619,31.415,10.795,34.364,34.211232,EU,0
Portugal,8540,86133,33380,NA,NA,NA,NA,68.7,34.1,2010-09-29,2010,288436.0152,27280.174705,2.1,4.6,2.2,1.37,5.6,0.1,0,0.01,1.23,0.2,0.13,0.04,2.11,0.38,1.235,16.634963762392,11.3973699763309,1.856,24.474,6689.846,NA,NA,2.734,8.991,12.229,40.221,5.357,17.618,0,0,1.075,3.537,72.456,30.405,8.59,28.253,37.131515,EU,0
Slovak Republic,4230,21365,8057,NA,NA,NA,NA,69.5,26.5,2010-09-29,2010,135710.891,24992.921885,1.8,3.3,1.8,0.91,3.9,0.1,0.08,0.01,0.24,0.35,0.1,0.03,0.91,0.01,0.665,14.3219643075017,9.02643920743412,1.381,18,4465.684,NA,NA,2.455,8.746,10.059,35.828,2.648,9.432,0,0,0.41,1.461,25.128,28.075,12.066,42.977,37.917042,EU,0
Slovenia,1640,60048,24853,NA,NA,NA,NA,68.1,24.5,2010-09-29,2010,57043.8017,27842.262531,1.9,3.2,1.7,0.82,3.6,0.09,0.06,0.13,0.69,0,0.11,0,1.19,0.12,0.541,17.6959796170844,12.2612504276344,1.198,23.395,6495.207,NA,NA,1.843,4.994,13.777,37.338,5.572,15.1,0.077,0.21,0.612,1.657,17.716,36.898,14.845,40.233,42.539289,EU,0
Spain,36344,101799,67611,NA,NA,NA,NA,56.5,33.900000000000006,2010-09-29,2010,1476668.4725,31713.696895,2.3,4.8,2.1,1.32,6.1,0.26,0.12,0.09,3.01,0.04,0.16,0.08,3.96,0.19,3.003,15.0897400879456,11.8764734890823,1.148,24.722,7902.231,NA,NA,1.939,6.214,8.488,27.196,6.834,21.896,0,0,2.061,6.603,446.818,31.211,11.705,37.503,39.746546,EU,1
Sweden,7136,243506,29211,NA,NA,NA,NA,85.3,25.5,2010-09-29,2010,396245.9765,42252.266076,NA,NA,NA,NA,NA,0.5,0.02,0,0.76,0,0.27,0.22,1.87,0.1,0.566,13.7753274214425,18.026169066184,3.022,26.255,10929.267,NA,NA,3.286,7.612,12.659,29.321,12.03,27.865,3.051,7.067,1.036,2.4,211.229,43.172,10.916,25.285,42.756325,EU,0
Switzerland,5987,372692,41547,NA,NA,NA,NA,88.1,29.799999999999997,2010-09-29,2010,415560.5407,53019.812318,2,3.6,1.8,1.1,4.6,0.07,0.01,0,0.74,0,0.11,0.21,1.34,0.2,0.954,10.089227394261,5.58566077941189,10.577,15.061,7968.901,NA,NA,2.672,10.047,6.071,22.83,8.456,31.798,0,0,2.023,7.608,155.284,26.595,6.26,23.537,22.097216,EU,1
United Kingdom,47188,229940,78765,NA,NA,NA,NA,71.7,35.099999999999994,2010-09-29,2010,2282682.7628,36371.618272,2.1,4.3,2.1,1.44,5.9,0.01,0,0.04,0.28,0,0.31,0.01,0.66,0.02,0.374,14.19209489571,13.5065455541982,6.439,22.423,8045.446,NA,NA,2.947,9.1,9.971,30.786,9.261,28.596,0,0,3.891,12.014,794.072,32.387,6.132,18.934,32.582675,EU,0
Australia,16001,320909,124234,NA,NA,NA,NA,72.7,34.7,2010-09-29,2010,942682.5259,42787.358539,NA,NA,NA,NA,NA,0.01,0.01,0.03,0.5,0,0.18,0.07,0.82,0.02,0.504,7.51753114098186,11.3380986600519,4.343,16.594,6997.037,NA,NA,4.519,17.885,7.324,28.986,9.753,38.598,1.305,5.166,2.367,9.366,328.349,25.268,0,0,26.829039,Oceania,0
Israel,4701,122904,34413,NA,NA,NA,NA,77.5,42.6,2010-09-29,2010,219744.1156,28834.688583,NA,NA,NA,NA,NA,0.05,0,0,0.61,0,0.03,0.03,0.81,0.08,0.321,5.72732110513169,11.5336467314699,2.491,15.438,4452.269,NA,NA,2.645,8.606,12.112,39.415,5.517,17.953,1.176,3.828,3.297,10.731,71.988,30.73,5.188,16.884,20.716439,NA,0
Japan,104202,201387,102946,NA,NA,NA,NA,60.7,NA,2010-09-29,2010,4480784.4028,34994.372225,NA,NA,NA,NA,NA,0.12,0,0.07,0.26,0,0.06,0,0.54,0.03,0.259,12.819346466571,11.3557823772334,3.476,21.256,7512.272,NA,NA,3.078,11.603,4.952,18.667,4.938,18.616,0,0,2.579,9.721,1509.609,26.527,10.905,41.107,30.227255,Asia,0
New Zealand,3114,170736,61971,NA,NA,NA,NA,75.4,32.3,2010-09-29,2010,136011.2904,31175.229299,NA,NA,NA,NA,NA,0.01,0,0.01,0.56,0,0.12,0.05,0.87,0.11,0.567,10.9550380130035,12.3020252306089,0.654,20.43,6416.575,NA,NA,3.697,12.212,11.996,39.628,11.426,37.745,0,0,2.001,6.61,44.906,30.273,0,0,16.991699,Oceania,0
Turkey,48912,24576,9068,NA,NA,NA,NA,70.4,43.5,2010-09-29,2010,1261303.58,17244.586968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,8.62306292778137,10.3728054296773,0.259,12.336,2131.768,NA,NA,1.804,7.269,11.832,47.678,3.482,14.031,0,0,1.007,4.059,192.048,24.816,6.181,24.905,36.977973,EU,0
